id,latitude,longitude,period,persist,radius,drogue,t,u,v
116189.0,26.816,-73.11900000000003,9.502640094959526,103.75,48268.543982164825,1.0,12884.0,0.17350126843510064,-0.3261086525710057
116189.0,26.728,-73.12099999999998,9.502640094959526,103.75,35638.63809934647,1.0,12884.25,0.07377260523045154,-0.26256940418357094
116189.0,26.69,-73.12200000000001,10.232435549346398,103.75,30943.8354210391,1.0,12884.5,0.004420011769578142,-0.2198738175472096
116189.0,26.668,-73.13600000000002,10.485205333017653,103.75,27474.871030745337,1.0,12884.75,-0.0240396093015528,-0.18903454097662692
116189.0,26.633,-73.149,14.294538390264398,103.75,35504.786634886994,1.0,12885.0,-0.021218022841429863,-0.1793765397311186
116189.0,26.588,-73.13,42.185911147444116,103.75,98924.22474058141,1.0,12885.25,-0.03228059510837849,-0.16744706176003343
116189.0,26.551,-73.12599999999998,105.02511862110734,103.75,234869.11974320447,1.0,12885.5,-0.015778444802092135,-0.16186209790538536
116189.0,26.524,-73.15499999999997,110.03180106680718,103.75,247396.44998351892,1.0,12885.75,0.01293578046052168,-0.1629963875342455
116189.0,26.493,-73.132,116.97568093831786,103.75,279407.61647816806,1.0,12886.0,0.03753932551621927,-0.16959874660845714
116189.0,26.457,-73.11500000000001,116.97568093831786,103.75,286559.4155996004,1.0,12886.25,0.021387649882697053,-0.17686125421575283
116189.0,26.424,-73.10700000000003,111.97357278149825,103.75,267719.2052312739,1.0,12886.5,-0.0010823262847365483,-0.1738688185201564
116189.0,26.387,-73.10000000000002,111.97357278149825,103.75,246745.1134131144,1.0,12886.75,-0.024391584689881483,-0.15838322095178492
116189.0,26.352,-73.12900000000002,108.00172683612867,103.75,202817.03954358102,1.0,12887.0,-0.02451720526897051,-0.13434636236579378
116189.0,26.331,-73.14100000000002,44.4724463505013,103.75,78797.34249905073,1.0,12887.25,0.028110334781584322,-0.1257469836917354
116189.0,26.326,-73.13400000000001,28.627275142748758,103.75,52744.70291064788,1.0,12887.5,0.04917636892958704,-0.12463703758765105
116189.0,26.294,-73.089,27.788660262016275,103.75,52974.77001115013,1.0,12887.75,0.0497990153204548,-0.1293802653828657
116189.0,26.257,-73.09500000000003,26.866468944552803,103.75,51344.613903815894,1.0,12888.0,0.036581886953714324,-0.13407847971901357
116189.0,26.242,-73.11399999999998,25.63204102215701,103.75,54463.59103453014,1.0,12888.25,0.03938620068220298,-0.1494177147784581
116189.0,26.221,-73.084,18.273763445484498,103.75,39655.92734093846,1.0,12888.5,0.019661358717428704,-0.15658470858649542
116189.0,26.177,-73.082,11.439165292301059,103.75,24074.665771501066,1.0,12888.75,-0.010305668801236373,-0.1527021870812529
116189.0,26.149,-73.10000000000002,11.208256295474554,103.75,22372.355076853983,1.0,12889.0,-0.04182220662562029,-0.1390022718680505
116189.0,26.13,-73.11399999999998,11.208256295474554,103.75,22617.491403823537,1.0,12889.25,-0.06801751028901776,-0.13003316918092742
116189.0,26.105,-73.12,11.208256295474554,103.75,24960.39448566494,1.0,12889.5,-0.10245864250296788,-0.1254187217621531
116189.0,26.084,-73.15300000000002,11.208256295474554,103.75,29125.57510125164,1.0,12889.75,-0.1399214346299587,-0.12701673652662018
116189.0,26.055,-73.17899999999997,15.778927832127073,103.75,47929.191314770556,1.0,12890.0,-0.17578641394539493,-0.13376987150856487
116189.0,26.029,-73.22899999999998,21.15040001720763,103.75,69799.77838203018,1.0,12890.25,-0.19217421364676013,-0.14375851238655663
116189.0,25.999,-73.28500000000003,23.353183566917227,103.75,86315.20783711167,1.0,12890.5,-0.21548699889351783,-0.16065958740456188
116189.0,25.975,-73.327,24.374809654397755,103.75,102644.11086554392,1.0,12890.75,-0.2487438717946995,-0.17862848096135042
116189.0,25.929,-73.36900000000003,25.24802260601847,103.75,121822.95499062826,1.0,12891.0,-0.29613257260644726,-0.18822202397204552
116189.0,25.887,-73.447,25.24802260601847,103.75,131708.07014011047,1.0,12891.25,-0.33669567365158865,-0.1747849285626848
116189.0,25.856,-73.54599999999999,25.24802260601847,103.75,141821.4942046217,1.0,12891.5,-0.37346971374175186,-0.16548105277124045
116189.0,25.834,-73.62200000000001,24.374809654397755,103.75,146963.66628185153,1.0,12891.75,-0.41100338802175074,-0.1527341381729308
116189.0,25.8,-73.69999999999999,21.845996012579118,103.75,141648.54826681444,1.0,12892.0,-0.4530580383592381,-0.1306750152286731
116189.0,25.768,-73.80900000000003,19.13990500269791,103.75,130160.5723810075,1.0,12892.25,-0.487808595464553,-0.0813480874255664
116189.0,25.758,-73.93,18.030629810175437,103.75,124963.58560265707,1.0,12892.5,-0.50253090094473,-0.03857786360872291
116189.0,25.765,-74.041,17.392315362501137,103.75,120046.61818902436,1.0,12892.75,-0.501935129951862,0.0035825307508392974
116189.0,25.764,-74.13799999999998,16.84276573776449,103.75,114792.27947966201,1.0,12893.0,-0.49302680725068676,0.05081831794956296
116189.0,25.775,-74.23500000000001,16.84276573776449,103.75,115703.30635775281,1.0,12893.25,-0.48201624254405606,0.1312744560582297
116189.0,25.787,-74.35199999999998,16.84276573776449,103.75,112490.31115399332,1.0,12893.5,-0.44518570207368763,0.19420064321074545
116189.0,25.847,-74.45299999999997,16.84276573776449,103.75,106682.68982696306,1.0,12893.75,-0.3963003465714647,0.23477779836604215
116189.0,25.912,-74.517,17.852064162840914,103.75,105763.41930577946,1.0,12894.0,-0.3537791514156288,0.2458881526003278
116189.0,25.938,-74.57499999999999,23.904477149673966,103.75,139539.8953115633,1.0,12894.25,-0.3418466874646421,0.2516890513742843
116295.0,35.102,-69.99599999999998,2.954582895924483,207.5,43427.89542203435,1.0,13173.25,1.0510149656499737,0.19473943699872504
116295.0,35.21,-69.757,2.7513137892788375,207.5,42406.57403033735,1.0,13173.5,0.8137428419015781,0.7708404243749248
